Aircraft.damage,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Weather.Condition,Broad.phase.of.flight,Publication.Date,is_destroyed
Substantial,BEECH,56TC,0.0,0.0,VMC,Takeoff,1983-02-20,False
Substantial,CESSNA,150,0.0,0.0,VMC,Approach,1983-02-20,False
Substantial,GRUMMAN,G-21A,0.0,0.0,VMC,Cruise,1983-02-20,False
Destroyed,PIPER,PA-22-150,0.0,2.0,VMC,Takeoff,1983-02-21,True
Destroyed,PIPER,PA-28-181,0.0,4.0,VMC,Landing,1983-02-21,True
Destroyed,PIPER,PA-28-180,1.0,0.0,UNK,Cruise,1983-02-21,True
Destroyed,DE HAVILLAND,DHC-6,1.0,10.0,VMC,Cruise,1983-02-21,True
Substantial,GRUMMAN,AA-5A,0.0,0.0,VMC,Takeoff,1983-02-21,False
Substantial,PIPER,PA-32R-301T,0.0,0.0,VMC,Cruise,1983-02-21,False
Substantial,CESSNA,152,0.0,0.0,VMC,Takeoff,1983-02-21,False
Substantial,CESSNA,172N,0.0,0.0,VMC,Cruise,1983-02-21,False
Substantial,MOONEY,M-20C,0.0,0.0,IMC,Landing,1983-02-21,False
Substantial,BELLANCA,7GCBC,2.0,0.0,VMC,Maneuvering,1983-02-21,False
Substantial,PIPER,PA-28-140,0.0,0.0,VMC,Go-around,1983-02-21,False
Substantial,CESSNA,152,0.0,0.0,VMC,Takeoff,1983-02-21,False
Substantial,BELLANCA,8KCAB,0.0,1.0,VMC,Takeoff,1983-02-21,False
Destroyed,BELLANCA,14-19-3A,2.0,0.0,IMC,Cruise,1983-02-22,True
Substantial,CESSNA,421C,0.0,0.0,VMC,Cruise,1983-02-22,False
Substantial,GRUMMAN,G-164A,0.0,0.0,VMC,Takeoff,1983-02-22,False
Substantial,CESSNA,A185F,0.0,0.0,VMC,Taxi,1983-02-22,False
Substantial,CESSNA,180,0.0,0.0,VMC,Takeoff,1983-02-22,False
Substantial,PIPER,PA-38-112,0.0,0.0,VMC,Landing,1983-02-22,False
Substantial,CESSNA,210A,0.0,0.0,UNK,other,1983-02-22,False
Substantial,PIPER,PA-60,0.0,0.0,VMC,Takeoff,1983-02-22,False
Destroyed,CESSNA,A188B,0.0,1.0,VMC,Takeoff,1983-02-23,True
Destroyed,BELL,206B,1.0,0.0,VMC,Cruise,1983-02-23,True
Substantial,PIPER,PA-60/601P,0.0,0.0,IMC,Landing,1983-02-23,False
Substantial,CESSNA,172,0.0,0.0,VMC,Landing,1983-02-23,False
Substantial,CESSNA,152II,0.0,0.0,VMC,Takeoff,1983-02-23,False
Destroyed,CESSNA,210,0.0,2.0,VMC,Cruise,1983-02-23,True
Destroyed,ROCKWELL,COMMANDER 114,0.0,2.0,VMC,Cruise,1983-02-24,True
Destroyed,BEECH,BE-95-C55,1.0,0.0,VMC,Takeoff,1983-02-24,True
Destroyed,CESSNA,150,0.0,0.0,IMC,Landing,1983-02-24,True
Destroyed,CESSNA,172,0.0,0.0,VMC,Landing,1983-02-24,True
Unknown,SWEARINGEN,SA-227,0.0,0.0,VMC,Landing,1983-02-24,False
Substantial,WEATHERLY,201C,0.0,0.0,VMC,Takeoff,1983-02-24,False
Substantial,CESSNA,310Q,0.0,0.0,VMC,Landing,1983-02-24,False
Substantial,CESSNA,414,0.0,0.0,VMC,Landing,1983-02-24,False
Destroyed,CESSNA,210L,4.0,0.0,VMC,Cruise,1983-02-25,True
Substantial,PIPER,PA-28-181,0.0,0.0,VMC,Landing,1983-02-25,False
Substantial,CESSNA,421B,0.0,0.0,VMC,Landing,1983-02-25,False
Substantial,BEECH,23,0.0,0.0,VMC,Landing,1983-02-25,False
Substantial,PIPER,PA-23,0.0,0.0,VMC,Landing,1983-02-25,False
Substantial,BEECH,D18S,0.0,0.0,IMC,Approach,1983-02-25,False
Destroyed,ROBINSON,R22,1.0,0.0,VMC,Cruise,1983-02-26,True
Minor,BEECH,B90,0.0,0.0,IMC,Landing,1983-02-26,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-02-26,False
Substantial,CESSNA,150,0.0,0.0,VMC,Takeoff,1983-02-26,False
Substantial,PIPER,PA-20,0.0,0.0,VMC,Taxi,1983-02-26,False
Substantial,CESSNA,182C,0.0,0.0,VMC,Approach,1983-02-26,False
Destroyed,CESSNA,152,0.0,0.0,VMC,Cruise,1983-02-27,True
Minor,AERONCA,11AC,0.0,0.0,VMC,Landing,1983-02-27,False
Destroyed,BEECH,T-34B,1.0,0.0,VMC,Approach,1983-02-27,True
Substantial,CESSNA,150G,0.0,1.0,VMC,Approach,1983-02-27,False
Substantial,PIPER,PA-38-112,0.0,0.0,VMC,Takeoff,1983-02-27,False
Substantial,CESSNA,170,0.0,0.0,VMC,Landing,1983-02-27,False
Substantial,HUGHES,269C,0.0,0.0,VMC,Approach,1983-02-27,False
Substantial,CESSNA,320C,0.0,0.0,VMC,Taxi,1983-02-27,False
Substantial,CESSNA,T210M,0.0,0.0,VMC,Landing,1983-02-27,False
Substantial,CESSNA,152,0.0,0.0,VMC,Approach,1983-02-27,False
Destroyed,CESSNA,T21OL,6.0,0.0,VMC,Climb,1983-02-28,True
Destroyed,PIPER,PA-32-260,4.0,0.0,VMC,other,1983-02-28,True
Substantial,CESSNA,172N,0.0,0.0,VMC,Landing,1983-02-28,False
Substantial,CESSNA,172L,0.0,0.0,VMC,Cruise,1983-02-28,False
Substantial,SCHWEIZER,SGS1-260,0.0,0.0,VMC,Takeoff,1983-02-28,False
Substantial,PIPER,J3-F65,0.0,0.0,VMC,Approach,1983-02-28,False
Substantial,CESSNA,140A,0.0,1.0,VMC,Maneuvering,1983-02-28,False
Substantial,CESSNA,152,0.0,0.0,VMC,Maneuvering,1983-02-28,False
Substantial,BELL,47G,0.0,0.0,VMC,Landing,1983-02-28,False
Minor,PIPER,PA-25-235,1.0,0.0,VMC,Maneuvering,1983-03-01,False
Substantial,PIPER,PA-28-161,0.0,0.0,VMC,Taxi,1983-03-01,False
Substantial,PIPER,PA-25-235C,0.0,0.0,VMC,Taxi,1983-03-01,False
Substantial,BELLANCA,8GCBC,0.0,0.0,VMC,Landing,1983-03-01,False
Substantial,PIPER,PA-38-112,0.0,0.0,VMC,Landing,1983-03-01,False
Substantial,BELL,206B III,0.0,0.0,VMC,Cruise,1983-03-01,False
Substantial,CESSNA,U206,0.0,0.0,VMC,Cruise,1983-03-01,False
Destroyed,CESSNA,A152,2.0,0.0,VMC,Maneuvering,1983-03-02,True
Destroyed,ERCOUPE,415-C,1.0,0.0,VMC,Takeoff,1983-03-02,True
Substantial,HUGHES,500,0.0,0.0,IMC,Cruise,1983-03-02,False
Substantial,CESSNA,182RG,0.0,0.0,VMC,Landing,1983-03-02,False
Substantial,BEECH,35-B33,0.0,0.0,VMC,Climb,1983-03-02,False
Substantial,PIPER,J3F-65,0.0,0.0,VMC,Approach,1983-03-02,False
Substantial,MOONEY,M20F,0.0,0.0,VMC,Cruise,1983-03-02,False
Substantial,PIPER,PA-18,0.0,0.0,VMC,other,1983-03-02,False
Destroyed,BELL,206B,2.0,0.0,VMC,Approach,1983-03-02,True
Destroyed,CESSNA,150,1.0,0.0,VMC,Descent,1983-03-02,True
Unknown,BELL,12,0.0,1.0,VMC,Standing,1983-03-02,False
Substantial,CESSNA,172RG,0.0,0.0,VMC,Takeoff,1983-03-03,False
Substantial,CESSNA,P210N,0.0,0.0,VMC,Landing,1983-03-03,False
Substantial,CESSNA,170,0.0,0.0,VMC,Landing,1983-03-03,False
Substantial,PIPER,PA-32-300,0.0,0.0,VMC,Landing,1983-03-03,False
Destroyed,BEECH,B35,0.0,0.0,VMC,Maneuvering,1983-03-04,True
Destroyed,PIPER,PA-36,1.0,0.0,VMC,Maneuvering,1983-03-04,True
Destroyed,CESSNA,172,3.0,0.0,IMC,Cruise,1983-03-04,True
Substantial,CESSNA,152,0.0,0.0,VMC,Taxi,1983-03-04,False
Substantial,CESSNA,310K,0.0,0.0,VMC,Landing,1983-03-04,False
Substantial,MOONEY,M20E,1.0,0.0,VMC,Climb,1983-03-04,False
Substantial,PIPER,PA-30,0.0,0.0,VMC,Approach,1983-03-04,False
Destroyed,CESSNA,182L,0.0,2.0,VMC,Cruise,1983-03-05,True
Substantial,BEECH,C-24R,0.0,0.0,VMC,Landing,1983-03-05,False
Substantial,CESSNA,P337H,0.0,0.0,VMC,Landing,1983-03-05,False
Substantial,BEECH,B58,0.0,0.0,VMC,Landing,1983-03-05,False
Substantial,CESSNA,152,0.0,0.0,VMC,Takeoff,1983-03-05,False
Substantial,SCHWEIZER,SGS-1-35,0.0,0.0,VMC,Landing,1983-03-05,False
Substantial,PIPER,PA-38-112,0.0,0.0,VMC,Landing,1983-03-05,False
Destroyed,PIPER,PA-23,0.0,0.0,VMC,Landing,1983-03-06,True
Destroyed,CESSNA,172,0.0,2.0,VMC,Cruise,1983-03-06,True
Substantial,CESSNA,182P,0.0,0.0,VMC,Takeoff,1983-03-06,False
Substantial,MOONEY,M20K,0.0,0.0,VMC,Landing,1983-03-06,False
Substantial,TAYLORCRAFT,BC12-D,0.0,0.0,VMC,Taxi,1983-03-06,False
Substantial,CESSNA,150,0.0,0.0,VMC,Taxi,1983-03-06,False
Substantial,CESSNA,172N,0.0,0.0,UNK,Descent,1983-03-06,False
Substantial,CESSNA,310,0.0,0.0,VMC,Takeoff,1983-03-06,False
Substantial,PIPER,PA-28-180,1.0,2.0,VMC,Descent,1983-03-06,False
Substantial,CESSNA,182,0.0,0.0,VMC,Descent,1983-03-06,False
Destroyed,CESSNA,172M,0.0,0.0,VMC,Takeoff,1983-03-07,True
Unknown,MOONEY,M20J,0.0,1.0,VMC,Standing,1983-03-07,False
Substantial,CESSNA,172RG,0.0,0.0,VMC,Takeoff,1983-03-07,False
Substantial,CESSNA,172M,0.0,0.0,VMC,Landing,1983-03-07,False
Substantial,CESSNA,177RG,0.0,1.0,VMC,Cruise,1983-03-07,False
Substantial,BELL,206B III,0.0,1.0,VMC,Maneuvering,1983-03-07,False
Destroyed,HILLER,UH-12E,0.0,0.0,VMC,Landing,1983-03-08,True
Destroyed,CESSNA,T188C,0.0,0.0,VMC,Cruise,1983-03-08,True
Unknown,BOEING,707-131B,1.0,0.0,VMC,Standing,1983-03-08,False
Minor,PIPER,PA-28-140,0.0,0.0,VMC,Climb,1983-03-08,False
Destroyed,PIPER,PA-28R-180,0.0,1.0,VMC,Climb,1983-03-08,True
Destroyed,CESSNA,TR182,1.0,0.0,IMC,Cruise,1983-03-08,True
Substantial,CESSNA,150,0.0,0.0,VMC,Cruise,1983-03-08,False
Substantial,PIPER,PA-28-181,0.0,0.0,VMC,Approach,1983-03-08,False
Substantial,BEECH,E18S,0.0,0.0,UNK,Takeoff,1983-03-08,False
Substantial,PIPER,PA-23 250,0.0,0.0,VMC,Approach,1983-03-08,False
Minor,SWEARINGEN,SA-266TC,0.0,0.0,UNK,Maneuvering,1983-03-09,False
Substantial,PIPER,PA-28-181,0.0,0.0,IMC,Takeoff,1983-03-09,False
Substantial,CESSNA,172,0.0,0.0,VMC,Landing,1983-03-09,False
Substantial,BEECH,V35B,0.0,0.0,VMC,Maneuvering,1983-03-09,False
Substantial,HILLER,12E,0.0,0.0,VMC,Maneuvering,1983-03-09,False
Substantial,ROCKWELL,S-2R,0.0,0.0,VMC,Takeoff,1983-03-09,False
Substantial,CESSNA,210D,1.0,1.0,VMC,Cruise,1983-03-09,False
Unknown,DOUGLAS,DC-9-82,0.0,0.0,VMC,Standing,1983-03-10,False
Destroyed,CESSNA,172,2.0,0.0,UNK,Cruise,1983-03-10,True
Destroyed,ROCKWELL,S-2R,0.0,0.0,VMC,Maneuvering,1983-03-10,True
Substantial,PIPER,PA-28-151,0.0,0.0,VMC,Landing,1983-03-10,False
Substantial,CESSNA,150M,0.0,0.0,VMC,Landing,1983-03-10,False
Substantial,CESSNA,U-206,0.0,0.0,VMC,Takeoff,1983-03-10,False
Substantial,CESSNA,180,0.0,0.0,VMC,Takeoff,1983-03-10,False
Substantial,BELLANCA,7GCBC,0.0,0.0,VMC,Landing,1983-03-10,False
Destroyed,CESSNA,T337C,1.0,0.0,IMC,Approach,1983-03-11,True
Destroyed,CESSNA,150J,0.0,1.0,VMC,Takeoff,1983-03-11,True
Minor,BEECH,95-55,0.0,0.0,IMC,Taxi,1983-03-11,False
Substantial,BEECH,95-B55,0.0,0.0,VMC,Landing,1983-03-11,False
Substantial,CESSNA,172,0.0,1.0,VMC,Taxi,1983-03-11,False
Substantial,CESSNA,172G,0.0,0.0,VMC,Landing,1983-03-11,False
Substantial,CESSNA,310,0.0,0.0,IMC,Taxi,1983-03-11,False
Destroyed,ROBINSON,R22,1.0,1.0,VMC,Maneuvering,1983-03-12,True
Destroyed,PIPER,PA-38-112,0.0,0.0,VMC,Takeoff,1983-03-12,True
Substantial,PIPER,PA-28-181,0.0,0.0,VMC,Taxi,1983-03-12,False
Substantial,PIPER,PA-34-200,0.0,0.0,IMC,Landing,1983-03-12,False
Substantial,BEECH,F33A,0.0,0.0,VMC,Landing,1983-03-12,False
Substantial,PIPER,PA-30,0.0,0.0,VMC,Landing,1983-03-12,False
Substantial,CESSNA,182,0.0,0.0,VMC,Cruise,1983-03-12,False
Substantial,CESSNA,501,0.0,0.0,VMC,Landing,1983-03-12,False
Substantial,BELLANCA,7ECA,0.0,0.0,VMC,Taxi,1983-03-12,False
Substantial,CESSNA,182J,0.0,0.0,VMC,Landing,1983-03-12,False
Substantial,CESSNA,172,0.0,0.0,VMC,Taxi,1983-03-12,False
Substantial,BEECH,A36TC,0.0,0.0,VMC,Approach,1983-03-12,False
Substantial,PIPER,PA-32,0.0,0.0,IMC,Approach,1983-03-12,False
Destroyed,CESSNA,172,0.0,0.0,VMC,Takeoff,1983-03-13,True
Destroyed,CESSNA,210G,2.0,0.0,UNK,Cruise,1983-03-13,True
Destroyed,CESSNA,120,0.0,0.0,VMC,Landing,1983-03-13,True
Destroyed,BOEING,KC-135A,6.0,0.0,UNK,Approach,1983-03-13,True
Destroyed,PIPER,PA-22-150,0.0,0.0,VMC,Taxi,1983-03-13,True
Substantial,PIPER,PA-32-301T,0.0,0.0,VMC,Takeoff,1983-03-13,False
Substantial,CESSNA,182B,0.0,0.0,VMC,Landing,1983-03-13,False
Substantial,HELIO,H-295,0.0,0.0,VMC,Taxi,1983-03-13,False
Substantial,CESSNA,182H,0.0,0.0,VMC,Takeoff,1983-03-13,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-03-13,False
Substantial,CESSNA,182,0.0,0.0,VMC,Landing,1983-03-13,False
Substantial,CESSNA,182,0.0,0.0,VMC,Takeoff,1983-03-13,False
Substantial,BEECH,200,0.0,0.0,VMC,Landing,1983-03-13,False
Substantial,PIPER,PA-28,0.0,1.0,VMC,Cruise,1983-03-13,False
Substantial,CESSNA,172N,0.0,0.0,VMC,Descent,1983-03-13,False
Substantial,TAYLORCRAFT,BC12-D,0.0,0.0,VMC,Approach,1983-03-13,False
Destroyed,CESSNA,182,2.0,0.0,IMC,Climb,1983-03-14,True
Destroyed,PIPER,PA-28R-201,0.0,0.0,VMC,Cruise,1983-03-14,True
Destroyed,BEECH,C-45H,1.0,0.0,VMC,Climb,1983-03-14,True
Destroyed,CESSNA,T188C,1.0,0.0,UNK,Maneuvering,1983-03-14,True
Substantial,PIPER,PA-18-135,0.0,0.0,VMC,Approach,1983-03-14,False
Substantial,CESSNA,210,0.0,1.0,VMC,Approach,1983-03-14,False
Substantial,CESSNA,210M,0.0,0.0,VMC,Takeoff,1983-03-14,False
Substantial,BEECH,B24R,0.0,0.0,VMC,Takeoff,1983-03-14,False
Substantial,CESSNA,152,0.0,0.0,VMC,Cruise,1983-03-14,False
Substantial,CESSNA,182P,0.0,0.0,VMC,Takeoff,1983-03-14,False
Substantial,CESSNA,T210G,0.0,0.0,VMC,Landing,1983-03-14,False
Substantial,CESSNA,172,0.0,0.0,VMC,Maneuvering,1983-03-15,False
Substantial,PIPER,PA-31P,0.0,0.0,VMC,Cruise,1983-03-15,False
Substantial,CESSNA,182,0.0,0.0,IMC,Cruise,1983-03-15,False
Substantial,CESSNA,185,0.0,0.0,VMC,Taxi,1983-03-15,False
Destroyed,BEECH,58,1.0,0.0,VMC,Cruise,1983-03-16,True
Destroyed,CESSNA,340A,3.0,0.0,IMC,Climb,1983-03-16,True
Minor,CESSNA,402C,0.0,0.0,VMC,Takeoff,1983-03-16,False
Substantial,CESSNA,340,0.0,0.0,IMC,Go-around,1983-03-16,False
Substantial,CESSNA,T210M,0.0,0.0,VMC,Cruise,1983-03-16,False
Substantial,BEECH,C24R,1.0,0.0,IMC,Landing,2008-04-30,False
Substantial,BELL,206B,0.0,0.0,VMC,Approach,1983-03-16,False
Substantial,BELL,206 L-1,0.0,0.0,VMC,Cruise,1983-03-16,False
Destroyed,CESSNA,172N,0.0,0.0,VMC,Takeoff,1983-03-17,True
Destroyed,MOONEY,M20K,1.0,0.0,IMC,Descent,1983-03-17,True
Destroyed,PIPER,PA-18-150,1.0,0.0,VMC,Maneuvering,1983-03-17,True
Destroyed,CESSNA,172N,1.0,0.0,IMC,Cruise,1983-03-17,True
Destroyed,CESSNA,150,1.0,0.0,IMC,Cruise,1983-03-17,True
Substantial,PIPER,PA-28RT-201,0.0,0.0,VMC,Descent,1983-03-17,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-03-17,False
Substantial,PIPER,PA-38-112,0.0,0.0,VMC,Cruise,1983-03-17,False
Substantial,HILLER,UH12E,0.0,0.0,VMC,Maneuvering,1983-03-17,False
Substantial,CESSNA,182,0.0,0.0,VMC,Landing,1983-03-17,False
Unknown,PIPER,J3C-65,0.0,0.0,VMC,Taxi,1983-03-18,False
Destroyed,CESSNA,401,5.0,2.0,IMC,Climb,1983-03-18,True
Destroyed,PIPER,PA-24-260,2.0,0.0,IMC,Takeoff,1983-03-18,True
Destroyed,CESSNA,421,1.0,2.0,IMC,Approach,1983-03-18,True
Substantial,MOONEY,M20F,0.0,0.0,VMC,Takeoff,1983-03-18,False
Substantial,PIPER,PA-28-161,0.0,0.0,VMC,Takeoff,1983-03-18,False
Substantial,CESSNA,180J,0.0,0.0,VMC,Landing,1983-03-18,False
Substantial,PIPER,PA-24-250,0.0,0.0,VMC,Landing,1983-03-18,False
Substantial,CESSNA,A188B,0.0,0.0,VMC,Takeoff,1983-03-18,False
Substantial,BELL,47J-2A,0.0,1.0,VMC,Maneuvering,1983-03-18,False
Destroyed,BEECH,F35,3.0,0.0,VMC,Maneuvering,1983-03-19,True
Destroyed,CESSNA,182,0.0,3.0,VMC,Cruise,1983-03-19,True
Substantial,CESSNA,421C,0.0,0.0,VMC,Landing,1983-03-19,False
Destroyed,CESSNA,177,0.0,2.0,VMC,Landing,1983-03-20,True
Destroyed,PIPER,PA-38,0.0,0.0,VMC,Climb,1983-03-20,True
Minor,ROCKWELL,NA-265-80,0.0,0.0,IMC,Taxi,1983-03-20,False
Minor,CESSNA,172F,0.0,0.0,VMC,Landing,1983-03-20,False
Destroyed,CESSNA,172N,1.0,0.0,VMC,Maneuvering,1983-03-20,True
Destroyed,CESSNA,172N,1.0,0.0,IMC,Cruise,1983-03-20,True
Substantial,LUSCOMBE,8E,0.0,0.0,VMC,Landing,1983-03-20,False
Substantial,BEECH,A23-24,0.0,0.0,VMC,Taxi,1983-03-20,False
Substantial,LUSCOMBE,8E,0.0,0.0,VMC,Landing,1983-03-20,False
Substantial,CESSNA,150,0.0,0.0,VMC,Landing,1983-03-20,False
Substantial,ENSTROM,F-28A,0.0,0.0,VMC,Cruise,1983-03-20,False
Substantial,CESSNA,210,0.0,0.0,IMC,Landing,1983-03-20,False
Substantial,HUGHES,H-369HS,0.0,0.0,VMC,Landing,1983-03-20,False
Substantial,MOONEY,M20E,0.0,0.0,VMC,Cruise,1983-03-20,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-03-20,False
Destroyed,CESSNA,U206G,2.0,2.0,IMC,Cruise,1983-03-21,True
Destroyed,CESSNA,T210M,5.0,0.0,IMC,Go-around,1983-03-21,True
Destroyed,PIPER,PA-32R,0.0,0.0,VMC,Landing,1983-03-21,True
Destroyed,CESSNA,150,0.0,0.0,VMC,Cruise,1983-03-21,True
Substantial,ROBINSON,R-22,0.0,0.0,VMC,Maneuvering,1983-03-21,False
Substantial,GRUMMAN,AA-5B,0.0,0.0,VMC,Landing,1983-03-21,False
Substantial,CESSNA,172M,0.0,0.0,VMC,Landing,1983-03-21,False
Substantial,CESSNA,172,0.0,0.0,VMC,Landing,1983-03-21,False
Destroyed,CESSNA,150M,1.0,0.0,VMC,Approach,1983-03-22,True
Destroyed,AEROSPATIALE,SA316B,0.0,4.0,VMC,Climb,1983-03-22,True
Substantial,CESSNA,172,0.0,0.0,VMC,Maneuvering,1983-03-22,False
Substantial,CESSNA,152,0.0,0.0,VMC,Approach,1983-03-22,False
Substantial,CESSNA,310B,0.0,0.0,VMC,Approach,1983-03-22,False
Substantial,CESSNA,177,0.0,0.0,VMC,Approach,1983-03-22,False
Destroyed,CESSNA,414,0.0,2.0,VMC,Takeoff,1983-03-23,True
Destroyed,PIPER,PA-38,0.0,0.0,VMC,Landing,1983-03-23,True
Destroyed,PIPER,PA-28-140,0.0,1.0,VMC,Takeoff,1983-03-23,True
Destroyed,BELLANCA,8KCAB,0.0,2.0,VMC,Approach,1983-03-23,True
Substantial,PIPER,PA-38-112,0.0,0.0,VMC,Go-around,1983-03-23,False
Substantial,CESSNA,172,0.0,0.0,VMC,Landing,1983-03-23,False
Substantial,ROCKWELL,690A,0.0,0.0,IMC,Approach,1983-03-23,False
Substantial,TAYLORCRAFT,BC-12D,0.0,0.0,VMC,Landing,1983-03-23,False
Substantial,BEECH,65-A90,0.0,0.0,VMC,Landing,1983-03-23,False
Substantial,CESSNA,150,0.0,0.0,VMC,Descent,1983-03-23,False
Destroyed,PIPER,PA-28-140,1.0,0.0,IMC,Cruise,1983-03-24,True
Minor,PIPER,PA-44,0.0,0.0,VMC,Landing,1983-03-24,False
Substantial,PIPER,PA-30,0.0,0.0,VMC,Landing,1983-03-24,False
Substantial,BOEING,707-123B,0.0,0.0,VMC,Landing,1983-03-24,False
Substantial,PIPER,PA-28-201T,0.0,0.0,VMC,Landing,1983-03-24,False
Substantial,CESSNA,150,0.0,0.0,VMC,Cruise,1983-03-24,False
Substantial,PIPER,PA-28-236,0.0,0.0,VMC,Landing,1983-03-24,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-03-24,False
Destroyed,PIPER,PA-28-151,0.0,1.0,IMC,Takeoff,1983-03-25,True
Unknown,GULFSTREAM,G159-C,0.0,0.0,VMC,Approach,1983-03-25,False
Minor,BEECH,65-88,0.0,0.0,VMC,Approach,1983-03-25,False
Substantial,PIPER,PA-28R-180,0.0,0.0,IMC,Climb,1983-03-25,False
Substantial,CESSNA,150L,0.0,0.0,VMC,Landing,1983-03-25,False
Substantial,CESSNA,150L,0.0,0.0,VMC,Takeoff,1983-03-25,False
Substantial,CESSNA,177RG,0.0,0.0,VMC,Landing,1983-03-25,False
Substantial,PIPER,PA-38-112,0.0,0.0,VMC,Cruise,1983-03-25,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-03-25,False
Substantial,CESSNA,T182RG,0.0,0.0,VMC,Landing,1983-03-25,False
Substantial,BEECH,58,0.0,0.0,VMC,Landing,1983-03-25,False
Destroyed,BELL,206,1.0,1.0,IMC,Maneuvering,1983-03-26,True
Destroyed,BEECH,58,6.0,0.0,VMC,Cruise,1983-03-26,True
Destroyed,MOONEY,M20F,3.0,0.0,IMC,Cruise,1983-03-26,True
Substantial,CESSNA,152,0.0,0.0,UNK,Cruise,1983-03-26,False
Substantial,CESSNA,182,0.0,0.0,VMC,Takeoff,1983-03-26,False
Substantial,PIPER,PA-28-235,0.0,0.0,VMC,Takeoff,1983-03-26,False
Substantial,CHAMPION,7GCBC,0.0,0.0,VMC,Maneuvering,1983-03-26,False
Substantial,CESSNA,310Q,0.0,0.0,VMC,Landing,1983-03-26,False
Destroyed,STINSON,108-2,4.0,0.0,VMC,Maneuvering,1983-03-27,True
Destroyed,CESSNA,175,0.0,0.0,VMC,Landing,1983-03-27,True
Substantial,CESSNA,150F,0.0,0.0,VMC,Landing,1983-03-27,False
Substantial,PIPER,25,0.0,0.0,VMC,Maneuvering,1983-03-27,False
Substantial,BEECH,95-B55,0.0,0.0,VMC,Landing,1983-03-27,False
Substantial,CESSNA,T210N,0.0,0.0,IMC,Cruise,1983-03-27,False
Substantial,CESSNA,310D,0.0,0.0,VMC,Landing,1983-03-27,False
Destroyed,PIPER,PA-28-140,4.0,0.0,VMC,Takeoff,1983-03-28,True
Substantial,CESSNA,150G,0.0,0.0,VMC,Maneuvering,1983-03-28,False
Substantial,PIPER,PA-28-180,0.0,0.0,VMC,Cruise,1983-03-28,False
Substantial,PIPER,PA-11,0.0,2.0,VMC,Maneuvering,1983-03-28,False
Substantial,PIPER,PA-32-301T,0.0,0.0,VMC,Landing,1983-03-28,False
Destroyed,MOONEY,M2OJ,2.0,0.0,IMC,Climb,1983-03-29,True
Substantial,CESSNA,150H,0.0,0.0,VMC,Approach,1983-03-29,False
Substantial,PIPER,PA-32R,0.0,2.0,VMC,Cruise,1983-03-29,False
Substantial,ERCOUPE,415-C,0.0,0.0,VMC,Takeoff,1983-03-29,False
Substantial,CESSNA,182K,0.0,0.0,VMC,Takeoff,1983-03-29,False
Substantial,AERO COMMANDER,100,0.0,0.0,VMC,Landing,1983-03-29,False
Substantial,CESSNA,180,0.0,0.0,VMC,Landing,1983-03-29,False
Substantial,PIPER,PA-24-250,0.0,0.0,IMC,Cruise,1983-03-29,False
Destroyed,BEECH,B35,2.0,0.0,VMC,Cruise,1983-03-30,True
Destroyed,CESSNA,180K,0.0,0.0,IMC,Cruise,1983-03-30,True
Minor,SWEARINGEN,SA226TC,0.0,0.0,VMC,Takeoff,1983-03-30,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-03-30,False
Substantial,CESSNA,172L,0.0,0.0,VMC,Taxi,1983-03-30,False
Substantial,CESSNA,172K,0.0,0.0,VMC,Taxi,1983-03-30,False
Substantial,PIPER,PA-32-300,0.0,0.0,VMC,Landing,1983-03-30,False
Destroyed,CESSNA,A188B,0.0,0.0,VMC,Landing,1983-03-31,True
Substantial,PIPER,PA-32R,0.0,0.0,UNK,Landing,1983-03-31,False
Destroyed,CESSNA,A185E,2.0,0.0,VMC,Takeoff,1983-04-01,True
Substantial,PIPER,PA-28R-200,0.0,0.0,VMC,Landing,1983-04-01,False
Substantial,CESSNA,206-F,0.0,0.0,VMC,Climb,1983-04-01,False
Substantial,CESSNA,180,0.0,0.0,VMC,Takeoff,1983-04-01,False
Substantial,PIPER,PA-28-140,0.0,0.0,VMC,Takeoff,1983-04-01,False
Destroyed,CESSNA,172,1.0,0.0,VMC,Maneuvering,1983-04-02,True
Minor,PIPER,PA-31-350,0.0,0.0,VMC,Cruise,1983-04-02,False
Destroyed,BEECH,M35,4.0,0.0,IMC,Cruise,1983-04-02,True
Minor,ROCKWELL,SABRELINER 65,0.0,0.0,VMC,Taxi,1983-04-02,False
Minor,PIPER,PA-31P,0.0,0.0,VMC,Cruise,1983-04-02,False
Substantial,CESSNA,182,0.0,0.0,VMC,Taxi,1983-04-02,False
Substantial,HILLER,UH-12E,0.0,0.0,VMC,Cruise,1983-04-02,False
Substantial,CESSNA,205,0.0,0.0,VMC,Taxi,1983-04-02,False
Substantial,PIPER,PA-36,0.0,0.0,VMC,Climb,1983-04-02,False
Substantial,CESSNA,210N,0.0,0.0,VMC,Descent,1983-04-02,False
