Aircraft.damage,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Weather.Condition,Broad.phase.of.flight,Publication.Date,is_destroyed
Substantial,MAULE,M-7-235B,0.0,0.0,VMC,Landing,2001-03-02,False
Substantial,PIPER,PA-28-181,0.0,0.0,VMC,Landing,2001-04-06,False
Substantial,PIPER,PA-18-160,0.0,0.0,VMC,Takeoff,2001-07-10,False
Destroyed,BEECH,A36TC,4.0,0.0,IMC,Descent,2004-06-02,True
Destroyed,CESSNA,TU-206F,2.0,3.0,VMC,,2001-06-01,True
Minor,MCDONNELL DOUGLAS,MD-80,0.0,0.0,VMC,Cruise,2001-07-17,False
Substantial,MAULE,M-5,0.0,1.0,VMC,Descent,2001-05-08,False
Substantial,BELL,206-L1,0.0,1.0,IMC,Cruise,2001-05-08,False
Destroyed,PIPER,PA-44-180,1.0,0.0,VMC,Maneuvering,2002-06-03,True
Substantial,AEROSPATIALE,AS350BA,0.0,0.0,VMC,Landing,2001-11-06,False
Substantial,ROBINSON,R22 BETA,0.0,0.0,VMC,Maneuvering,2002-01-02,False
Substantial,CESSNA,210,0.0,1.0,VMC,Approach,2001-07-17,False
Substantial,CESSNA,150M,0.0,1.0,VMC,Cruise,2001-07-02,False
Destroyed,CESSNA,182S,1.0,0.0,IMC,Climb,2004-03-02,True
Substantial,CESSNA,T210N,0.0,0.0,VMC,Taxi,2001-10-09,False
Substantial,CESSNA,206,0.0,0.0,VMC,Cruise,2001-07-10,False
Substantial,MOONEY,M20K,0.0,0.0,VMC,Descent,2001-07-02,False
Substantial,CESSNA,303,0.0,0.0,UNK,,2000-11-28,False
Substantial,BEECH,BE-23,0.0,0.0,VMC,Taxi,2001-05-08,False
Substantial,HELIO,H-295,0.0,0.0,VMC,Cruise,2001-07-10,False
Minor,CESSNA,550,0.0,0.0,UNK,,2000-10-24,False
Destroyed,MITSUBISHI,MU-2B-26A,4.0,0.0,IMC,Approach,2002-02-07,True
Destroyed,PIPER,PA-34-200,2.0,0.0,IMC,Go-around,2004-12-28,True
Destroyed,DOUGLAS,DC-9-31,4.0,1.0,IMC,,2001-06-01,True
Destroyed,CESSNA,172M,0.0,0.0,VMC,Cruise,2001-10-23,True
Substantial,PIPER,PA-18,0.0,0.0,VMC,Takeoff,2001-07-10,False
Substantial,BOEING,B75-N1,0.0,0.0,VMC,Landing,2001-04-19,False
Substantial,AERONCA,7AC,0.0,0.0,VMC,Taxi,2001-05-08,False
Substantial,CESSNA,172H,0.0,0.0,VMC,Landing,2001-11-28,False
Substantial,MCDONNELL DOUGLAS,369E,0.0,0.0,VMC,Cruise,2003-09-30,False
Substantial,CESSNA,180,0.0,0.0,VMC,Takeoff,2001-07-10,False
Substantial,CESSNA,182,0.0,0.0,VMC,Cruise,2003-09-30,False
Substantial,CESSNA,208B,1.0,0.0,IMC,Maneuvering,2001-09-19,False
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,2001-05-17,False
Destroyed,CESSNA,P210N,2.0,0.0,VMC,Approach,2002-05-28,True
Substantial,ENSTROM,F-28F,0.0,0.0,VMC,Landing,2001-05-18,False
Substantial,BEECH,BE-23-B24R,0.0,0.0,VMC,Landing,2001-07-17,False
Substantial,CESSNA,401A,0.0,1.0,VMC,Approach,2001-04-06,False
Substantial,PIPER,PA-23-160,1.0,1.0,VMC,Cruise,2003-01-16,False
Substantial,HUGHES,369FF,0.0,1.0,VMC,Maneuvering,2001-11-14,False
Destroyed,BEECH,E18S,1.0,0.0,VMC,Takeoff,2002-06-03,True
Destroyed,CESSNA,R-182,1.0,0.0,IMC,Cruise,2001-11-01,True
Unknown,MCDONNELL DOUGLAS,DC-9-83,0.0,0.0,UNK,,2002-02-20,False
Unknown,MCDONNELL DOUGLAS,DC-10-30,0.0,2.0,VMC,,2002-02-01,False
Substantial,SCHWEIZER,SGS 2-33A,0.0,0.0,VMC,Landing,2001-10-23,False
Substantial,PIPER,PA-28-140,0.0,1.0,VMC,Descent,2001-10-23,False
Substantial,CESSNA,172K,0.0,0.0,VMC,Landing,2001-03-02,False
Substantial,PIPER,PA-18,0.0,0.0,VMC,Standing,2001-07-10,False
Substantial,PIPER,PA 24-250,3.0,1.0,VMC,,2000-10-16,False
Substantial,PIPER,PA-60-601P,0.0,1.0,VMC,Takeoff,2001-09-06,False
Substantial,CESSNA,170B,0.0,0.0,VMC,Landing,2002-01-02,False
Substantial,BELLANCA,BL17-30,0.0,0.0,VMC,Climb,2001-07-17,False
Substantial,BEECH,BE-A36,0.0,0.0,VMC,Landing,2001-11-06,False
Destroyed,BEECH,B19,1.0,0.0,VMC,Maneuvering,2002-06-04,True
Substantial,AEROSPATIALE,AS350-BH,0.0,0.0,VMC,Landing,2002-07-15,False
Substantial,PITTS,S-1A,0.0,0.0,VMC,Landing,2001-12-04,False
Substantial,CESSNA,172-B,0.0,0.0,VMC,Approach,2001-04-06,False
Destroyed,NAVION,G,1.0,0.0,VMC,Takeoff,2002-01-23,True
Substantial,BELL,206L-1,0.0,0.0,VMC,Takeoff,2002-01-02,False
Substantial,NORTH AMERICAN,AT-6G,0.0,0.0,VMC,Landing,2001-05-08,False
Substantial,CESSNA,172,0.0,0.0,VMC,Landing,2001-05-08,False
Substantial,CESSNA,172G,0.0,1.0,VMC,Landing,2001-11-14,False
Substantial,PIPER,PA-28R-200,0.0,0.0,VMC,Landing,2001-11-01,False
Substantial,CESSNA,310N,0.0,0.0,VMC,Landing,2001-11-01,False
Substantial,CESSNA,172N,0.0,1.0,VMC,Maneuvering,2001-07-26,False
Substantial,PIPER,PA-32R-301T,0.0,0.0,VMC,Takeoff,2001-10-23,False
Substantial,CESSNA,150L,0.0,0.0,VMC,Cruise,2001-04-06,False
Destroyed,ROBINSON,R-22,2.0,0.0,VMC,Maneuvering,2001-07-26,True
Destroyed,CESSNA,320E,6.0,0.0,VMC,,2001-06-01,True
Destroyed,PIPER,PA-24-250,0.0,1.0,VMC,Takeoff,2001-10-23,True
Substantial,PIPER,PA-28-181,0.0,0.0,VMC,Cruise,2001-11-06,False
Destroyed,BEECH,35-33,2.0,0.0,IMC,Takeoff,2003-08-06,True
Destroyed,PIPER,PA-32RT,1.0,3.0,VMC,Takeoff,2001-04-19,True
Minor,BOEING,747-251F,0.0,0.0,VMC,Takeoff,2001-07-02,False
Destroyed,AEROSPATIALE,AS-355-F2,1.0,0.0,VMC,Cruise,2009-02-02,True
Destroyed,CESSNA,335,3.0,0.0,IMC,Cruise,2002-06-05,True
Substantial,BEECH,C90,0.0,0.0,VMC,Approach,2002-10-24,False
Substantial,CESSNA,185F,0.0,0.0,VMC,Landing,2001-05-18,False
Substantial,ROBINSON,R-22 BETA,0.0,0.0,VMC,Takeoff,2001-07-02,False
Minor,GULFSTREAM,G-1159A,0.0,0.0,VMC,Approach,2002-10-24,False
Unknown,CESSNA,414,0.0,1.0,UNK,,2000-10-24,False
Minor,BOEING,B-727-61,0.0,0.0,VMC,Approach,2002-09-10,False
Substantial,PIPER,PA-28-161,0.0,0.0,VMC,Taxi,2001-08-21,False
Substantial,BEECH,95-C55,0.0,0.0,VMC,Takeoff,2001-08-21,False
Destroyed,AIR TRACTOR,AT-301,1.0,0.0,VMC,Maneuvering,2001-09-19,True
Substantial,CESSNA,172M,0.0,0.0,VMC,Cruise,2001-05-08,False
Substantial,BEECH,300,0.0,1.0,VMC,Takeoff,2003-11-25,False
Destroyed,CESSNA,188B,0.0,1.0,VMC,Maneuvering,2001-07-17,True
Destroyed,BEECH,95-C55,2.0,0.0,VMC,Maneuvering,2003-04-18,True
Substantial,BRITISH AEROSPACE,JETSTREAM 3201,0.0,0.0,VMC,Descent,2001-12-18,False
Substantial,BEECH,BE-23-24,3.0,1.0,VMC,Descent,2001-05-08,False
Substantial,PIPER,PT-46,0.0,0.0,VMC,Landing,2001-07-02,False
Substantial,BEECH,A36,0.0,0.0,VMC,Takeoff,2001-09-19,False
Destroyed,CESSNA,T303,1.0,0.0,UNK,,2000-12-18,True
Substantial,SCHWEIZER,SGS 2-33A,0.0,0.0,VMC,Approach,2001-05-08,False
Substantial,PIPER,PA-44-180,0.0,0.0,VMC,Cruise,2001-04-19,False
Substantial,CESSNA,150L,0.0,0.0,VMC,Taxi,2003-04-01,False
Substantial,BOEING,A75N1 (PT17),0.0,0.0,VMC,Landing,2001-05-17,False
Substantial,CESSNA,140,0.0,0.0,VMC,Cruise,2002-02-07,False
Substantial,CHAMPION,7ECA,0.0,0.0,VMC,Landing,2001-10-23,False
Minor,PITTS,S-2B,0.0,0.0,VMC,Taxi,2003-04-01,False
Destroyed,RYAN,ST3KR,1.0,1.0,VMC,Takeoff,2001-11-23,True
Substantial,BEECH,1900D,0.0,0.0,VMC,Landing,2002-07-02,False
Substantial,CESSNA,172P,0.0,3.0,VMC,Takeoff,2002-05-21,False
Substantial,AEROSPATIALE,AS350BA,0.0,1.0,VMC,Cruise,2001-07-17,False
Substantial,CESSNA,172P,0.0,0.0,VMC,Go-around,2002-12-06,False
Destroyed,PIPER,PA-28-181,11.0,0.0,VMC,,2000-11-01,True
Destroyed,PIPER,PA-34,11.0,0.0,VMC,,2000-11-01,True
Substantial,BOMBARDIER,CL-600,0.0,0.0,VMC,Taxi,2001-05-18,False
Substantial,BEECH,N35,0.0,0.0,VMC,Takeoff,2003-06-25,False
Substantial,AMERICAN,AA-1A,0.0,2.0,VMC,Approach,2001-07-02,False
Substantial,ERCOUPE,415-E,0.0,0.0,VMC,Takeoff,2001-10-23,False
Minor,BOEING,727-214,0.0,0.0,VMC,Taxi,2001-05-18,False
Destroyed,MOONEY,M-20J,2.0,0.0,,Cruise,2003-04-17,True
Substantial,BEECH,35B33,0.0,1.0,VMC,Cruise,2002-10-24,False
Destroyed,CESSNA,152,2.0,0.0,VMC,Maneuvering,2001-11-01,True
Destroyed,CESSNA,P210N,5.0,0.0,UNK,,2000-11-06,True
Destroyed,PIPER,PA-28R-200,2.0,0.0,IMC,Approach,2002-06-18,True
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,2001-11-06,False
Destroyed,CESSNA,210,1.0,0.0,IMC,Takeoff,2003-05-30,True
Destroyed,PIPER,PA28-140,1.0,1.0,IMC,Takeoff,2001-08-21,True
Substantial,MOONEY,M-20J,0.0,0.0,VMC,Landing,2001-04-19,False
Substantial,GRUMMAN AMERICAN,AA-5A,0.0,1.0,VMC,Takeoff,2002-12-06,False
Substantial,PIPER,PA-18A,1.0,0.0,VMC,Takeoff,2001-07-10,False
Unknown,BOMBARDIER,CL-600,0.0,0.0,VMC,Cruise,2001-05-18,False
Destroyed,CESSNA,340A,2.0,0.0,IMC,Cruise,2002-05-21,True
Destroyed,CESSNA,150L,1.0,0.0,VMC,Maneuvering,2001-07-17,True
Substantial,WACO,UPF-7,0.0,0.0,VMC,Landing,2001-05-17,False
Substantial,CESSNA,150C,0.0,0.0,VMC,Descent,2001-05-18,False
Substantial,AVIAT,A-1,0.0,0.0,VMC,Landing,2001-07-02,False
Destroyed,CESSNA,150,1.0,0.0,VMC,other,2001-07-30,True
Substantial,CESSNA,T210N,0.0,1.0,VMC,Landing,2003-11-25,False
Substantial,PIPER,PA-34-200T,0.0,0.0,IMC,Approach,2001-07-17,False
Substantial,CESSNA,172,0.0,0.0,VMC,Landing,2001-09-19,False
Substantial,TAYLORCRAFT,BC12-D,0.0,0.0,VMC,Landing,2001-07-10,False
Destroyed,AEROSPATIALE,AS-350BA,1.0,0.0,VMC,Cruise,2002-07-15,True
Substantial,CESSNA,182S,0.0,0.0,VMC,Takeoff,2001-05-09,False
Substantial,ROBINSON,R 22,0.0,0.0,VMC,,2000-11-06,False
Substantial,GRUMMAN AMERICAN,AA-1A,0.0,0.0,VMC,Takeoff,2001-03-02,False
Substantial,PIPER,PA-60,0.0,0.0,UNK,,2000-11-06,False
Substantial,PIPER,PA-28-140,1.0,1.0,VMC,Maneuvering,2003-11-25,False
Substantial,BELL,206L-1,0.0,0.0,VMC,Approach,2001-05-18,False
Destroyed,CESSNA,172,0.0,0.0,VMC,Maneuvering,2001-09-06,True
Destroyed,BEECH,BE-76,2.0,0.0,VMC,Maneuvering,2001-09-27,True
Substantial,PIPER,PA-28-181,1.0,0.0,VMC,Cruise,2002-06-03,False
Substantial,PIPER,PA-32R-301,0.0,0.0,VMC,Approach,2001-11-06,False
Destroyed,BOEING,747-400,83.0,39.0,IMC,,2001-03-30,True
Substantial,ROCKWELL,COMMANDER 690B,0.0,0.0,VMC,,2000-11-14,False
Substantial,BEECH,A-36,0.0,0.0,VMC,Cruise,2001-05-08,False
Substantial,PIPER,PA-28-235,0.0,1.0,VMC,Cruise,2001-07-10,False
Substantial,AVIAT,PITTS S-2B,0.0,0.0,VMC,Cruise,2001-10-23,False
Substantial,CESSNA,172N,0.0,0.0,VMC,Landing,2001-05-18,False
Substantial,CESSNA,172P,0.0,0.0,VMC,Landing,2001-07-02,False
Substantial,CESSNA,177B,0.0,0.0,VMC,Maneuvering,2001-11-14,False
Destroyed,CESSNA,172N,0.0,0.0,VMC,Takeoff,2001-09-27,True
Substantial,CESSNA,207A,0.0,0.0,VMC,Takeoff,2001-07-10,False
Substantial,PIPER,PA-20,0.0,0.0,VMC,Landing,2001-05-18,False
Substantial,PIPER,PA-34-200,0.0,0.0,VMC,Approach,2001-07-02,False
Destroyed,LUSCOMBE,8A,1.0,0.0,VMC,Approach,2002-05-21,True
Substantial,PIPER,PA-28-140,0.0,1.0,VMC,Approach,2001-11-06,False
Unknown,BOEING,767-332ER,0.0,1.0,VMC,Descent,2001-07-17,False
Substantial,CESSNA,185F,0.0,0.0,VMC,Takeoff,2002-01-02,False
Destroyed,CESSNA,152,2.0,0.0,VMC,Cruise,2001-07-02,True
Destroyed,PIPER,PA28-200,2.0,0.0,IMC,Descent,2002-02-20,True
Substantial,CESSNA,152,0.0,0.0,VMC,Approach,2001-11-01,False
Destroyed,CESSNA,340A,1.0,1.0,IMC,Approach,2001-11-28,True
Substantial,PIPER,J3C-65,0.0,1.0,VMC,Takeoff,2001-07-10,False
Substantial,PIPER,PA-18,0.0,0.0,VMC,Taxi,2001-07-10,False
Substantial,NAVION,A,0.0,1.0,VMC,Approach,2001-11-14,False
Substantial,PIPER,PA-32-260,0.0,0.0,VMC,Approach,2001-07-10,False
Substantial,CESSNA,182P,0.0,0.0,VMC,Landing,2002-01-02,False
Destroyed,PIPER,PA-28-140,1.0,0.0,IMC,Cruise,2002-01-02,True
Destroyed,SWEARINGEN,SA226TC,1.0,0.0,IMC,Takeoff,2003-04-18,True
Substantial,CESSNA,425,2.0,0.0,VMC,other,2003-01-16,False
Substantial,PIPER,PA-28R-200,0.0,0.0,VMC,Takeoff,2001-04-19,False
Substantial,EUROCOPTER,AS-350B2,0.0,0.0,VMC,Maneuvering,2001-07-10,False
Substantial,SCHWEIZER,SGS 1-36,0.0,1.0,VMC,Descent,2002-01-02,False
Substantial,CESSNA,T210N,0.0,1.0,VMC,Cruise,2002-02-05,False
Substantial,PIPER,PA-20,0.0,0.0,VMC,Landing,2001-07-17,False
Substantial,CESSNA,150E,0.0,0.0,VMC,Cruise,2001-11-06,False
Destroyed,CESSNA,175,1.0,2.0,VMC,Maneuvering,2001-05-18,True
Substantial,CESSNA,172L,0.0,0.0,IMC,Approach,2001-07-10,False
Substantial,ROBINSON,R-22B,0.0,0.0,VMC,Landing,2001-07-02,False
Substantial,MOONEY,M20J,0.0,0.0,VMC,Landing,2001-11-01,False
Unknown,BOEING,737-790,0.0,1.0,VMC,Descent,2001-07-10,False
Substantial,PIPER,PA-18,0.0,1.0,VMC,Takeoff,2001-09-06,False
Substantial,CESSNA,180,0.0,0.0,VMC,Landing,2001-07-10,False
Substantial,EUROCOPTER,AS 350B-3,0.0,0.0,VMC,Landing,2001-05-09,False
Substantial,CESSNA,172H,0.0,0.0,VMC,Takeoff,2001-10-23,False
Substantial,BEECH,BE-23,0.0,0.0,VMC,Go-around,2001-04-20,False
Destroyed,PIPER,PA-28-140,1.0,0.0,VMC,,2000-11-29,True
Destroyed,CESSNA,185F,1.0,0.0,VMC,Approach,2002-07-01,True
Substantial,PIPER,PA-20,0.0,0.0,VMC,Landing,2001-07-02,False
Substantial,CESSNA,210K,0.0,0.0,VMC,Descent,2002-12-06,False
Destroyed,CESSNA,U206F,2.0,0.0,VMC,Maneuvering,2001-09-06,True
Destroyed,CESSNA,172N,1.0,0.0,VMC,Maneuvering,2003-01-23,True
Destroyed,EUROCOPTER,AS350B2,1.0,0.0,IMC,Cruise,2002-08-26,True
Substantial,CESSNA,T210L,0.0,0.0,VMC,Takeoff,2001-10-23,False
Substantial,PIPER,PA-30,0.0,0.0,VMC,Descent,2001-07-02,False
Substantial,GRUMMAN AMERICAN,AA-5B,0.0,0.0,VMC,Landing,2001-05-08,False
Substantial,CESSNA,172K,0.0,0.0,VMC,Takeoff,2001-07-17,False
Substantial,CESSNA,140,0.0,0.0,VMC,Landing,2001-10-02,False
Substantial,CESSNA,177RG,0.0,0.0,VMC,Landing,2001-10-23,False
Destroyed,PIPER,PA-22-135,1.0,0.0,VMC,Climb,2001-07-17,True
Substantial,CESSNA,182Q,0.0,0.0,VMC,Landing,2001-11-14,False
Substantial,CESSNA,150K,0.0,0.0,VMC,Taxi,2001-10-23,False
Substantial,AERONCA,7CCM-200,0.0,0.0,VMC,Landing,2001-10-23,False
Substantial,PIPER,PA-28-140,0.0,0.0,VMC,Descent,2001-10-23,False
Substantial,LAKE,LA-4-200,0.0,2.0,VMC,Cruise,2001-07-10,False
Substantial,CESSNA,172K,0.0,0.0,VMC,Cruise,2001-07-10,False
Unknown,AEROSPATIALE,ATR-72-212,0.0,1.0,VMC,Descent,2001-07-02,False
Minor,AIRBUS INDUSTRIE,A300B4-605R,1.0,3.0,VMC,Climb,2006-02-28,False
Substantial,ROBINSON,R-22,0.0,0.0,VMC,Landing,2001-05-08,False
Substantial,CESSNA,310L,0.0,0.0,VMC,,2000-12-19,False
Substantial,BELL,206 B3,0.0,0.0,VMC,Maneuvering,2001-09-06,False
Substantial,BEECH,BE-23-A24R,0.0,0.0,VMC,Landing,2001-04-20,False
Destroyed,PIPER,PA-28-180,1.0,1.0,IMC,Approach,2001-10-09,True
Substantial,CESSNA,172P,0.0,1.0,VMC,,2000-12-06,False
Substantial,BELLANCA,BL-17-30A,0.0,1.0,VMC,Descent,2001-12-04,False
Substantial,CESSNA,T210N,0.0,2.0,VMC,,2001-06-01,False
Substantial,CESSNA,150M,0.0,0.0,VMC,Takeoff,2001-10-23,False
Destroyed,BEECH,F90,0.0,0.0,VMC,Takeoff,2003-05-13,True
Substantial,PIPER,PA-28-161,0.0,0.0,VMC,Landing,2001-07-17,False
Substantial,LUSCOMBE,8A,0.0,0.0,VMC,Takeoff,2001-05-08,False
Unknown,MCDONNELL DOUGLAS,MD-11,0.0,0.0,VMC,Climb,2001-12-18,False
Substantial,CESSNA,150L,0.0,1.0,VMC,Cruise,2001-07-17,False
Substantial,PIPER,PA-46-310P,0.0,0.0,VMC,Cruise,2002-01-02,False
Substantial,CESSNA,172N,1.0,0.0,VMC,Cruise,2001-12-04,False
Substantial,AEROSTAR,PA-60-601P,0.0,0.0,IMC,Takeoff,2001-10-09,False
Destroyed,MOONEY,M20K,3.0,0.0,IMC,Maneuvering,2001-11-14,True
Unknown,BOEING,767,0.0,2.0,,Descent,2016-01-11,False
Destroyed,CESSNA,150E,1.0,0.0,VMC,Cruise,2001-12-04,True
Substantial,PIPER,PA-28R-180,0.0,0.0,VMC,Takeoff,2001-04-19,False
Substantial,MOONEY,M20E,0.0,0.0,VMC,Takeoff,2001-04-19,False
Destroyed,PIPER,PA-28R-180,4.0,0.0,IMC,Approach,2002-01-02,True
Substantial,PIPER,PA-28,0.0,0.0,VMC,Takeoff,2001-07-02,False
Substantial,BELLANCA,17-30A,0.0,0.0,VMC,Descent,2001-07-02,False
Substantial,FAIRCHILD,SA227-AC,0.0,0.0,VMC,,2001-06-01,False
Substantial,CESSNA,180H,0.0,0.0,VMC,Taxi,2001-07-10,False
Substantial,PIPER,PA-32-260,0.0,0.0,VMC,Takeoff,2001-04-19,False
Substantial,CESSNA,305A,0.0,0.0,VMC,Landing,2002-01-02,False
Minor,MCDONNELL DOUGLAS,DC-9-82,0.0,0.0,IMC,Climb,2001-12-04,False
Substantial,CESSNA,182J,0.0,0.0,VMC,Landing,2001-07-17,False
Substantial,PIPER,PA-28-161,0.0,0.0,VMC,Landing,2001-05-17,False
Substantial,CESSNA,172N,0.0,0.0,VMC,Landing,2001-11-06,False
Substantial,CESSNA,320C,0.0,0.0,VMC,Landing,2001-11-01,False
Substantial,CESSNA,172,0.0,0.0,VMC,Landing,2001-04-19,False
Unknown,MOONEY,M20C,0.0,0.0,VMC,Cruise,2001-07-10,False
Destroyed,BEECH,BE-55-D55,1.0,1.0,VMC,Approach,2003-11-25,True
Destroyed,CESSNA,182P,2.0,0.0,VMC,Maneuvering,2002-01-02,True
Substantial,BELL,206B,0.0,0.0,VMC,Cruise,2001-10-09,False
Substantial,CESSNA,152,0.0,0.0,VMC,Takeoff,2001-09-26,False
Substantial,CESSNA,A185F,0.0,0.0,VMC,Cruise,2001-05-18,False
Substantial,CESSNA,182J,0.0,1.0,VMC,Landing,2002-01-23,False
Substantial,BEECH,95-B55,2.0,0.0,VMC,Maneuvering,2002-06-04,False
Substantial,CESSNA,152,0.0,0.0,VMC,Takeoff,2001-04-19,False
Destroyed,PIPER,PA-28R-200,4.0,0.0,VMC,,2000-12-19,True
Destroyed,MOONEY,M20M,2.0,0.0,IMC,,2000-12-11,True
Destroyed,ROBINSON,R-22B,2.0,0.0,VMC,,2001-07-10,True
Substantial,HUGHES,269C,0.0,0.0,VMC,Landing,2002-01-02,False
Substantial,ROBINSON,R-22,0.0,0.0,VMC,,2000-12-22,False
Destroyed,ROBINSON,R-44A,3.0,0.0,IMC,Cruise,2001-07-02,True
Substantial,CESSNA,150C,0.0,0.0,VMC,Landing,2001-05-18,False
Substantial,MOONEY,M20J,0.0,0.0,VMC,Climb,2001-11-06,False
Substantial,EMBRAER,120RT,0.0,1.0,VMC,Landing,2001-09-27,False
Substantial,PIPER,PA-16,0.0,0.0,VMC,Landing,2001-05-18,False
Substantial,AIR TRACTOR,AT-502B,0.0,0.0,VMC,Maneuvering,2001-04-06,False
Substantial,AIR TRACTOR,AT-602,0.0,0.0,VMC,Takeoff,2001-04-19,False
Destroyed,CESSNA,182N,1.0,0.0,IMC,,2000-12-14,True
Destroyed,HUGHES,369D,0.0,0.0,VMC,Maneuvering,2001-11-01,True
Substantial,AEROSPATIALE,AS-350-BA,0.0,0.0,VMC,Landing,2002-12-06,False
Destroyed,PIPER,PA-24-250,2.0,0.0,IMC,Cruise,2001-07-17,True
Substantial,MOONEY,M-20J,0.0,0.0,VMC,Approach,2001-07-02,False
Substantial,CESSNA,172M,0.0,0.0,VMC,Landing,2001-07-10,False
Destroyed,CESSNA,TR182,1.0,0.0,IMC,Approach,2004-03-02,True
Destroyed,ROBINSON,R22,0.0,0.0,IMC,Maneuvering,2001-05-17,True
Destroyed,CESSNA,421B,2.0,0.0,IMC,Approach,2001-10-23,True
Destroyed,PIPER,PA-28-160,2.0,0.0,VMC,,2001-01-10,True
Substantial,CESSNA,172H,0.0,2.0,IMC,Maneuvering,2002-05-28,False
Destroyed,CESSNA,U206G,6.0,0.0,VMC,,2001-01-12,True
Substantial,CESSNA,182A,0.0,0.0,VMC,Cruise,2001-12-04,False
Destroyed,CESSNA,182P,1.0,0.0,VMC,Descent,2003-11-25,True
Minor,CESSNA,172S,0.0,0.0,VMC,Takeoff,2001-09-06,False
Minor,BOEING,747-422,0.0,0.0,VMC,Cruise,2001-11-01,False
Substantial,CESSNA,421B,0.0,0.0,IMC,Taxi,2001-07-02,False
Substantial,CESSNA,210C,0.0,0.0,VMC,Takeoff,2001-04-19,False
Destroyed,CESSNA,R182,0.0,0.0,VMC,Landing,2003-09-30,True
Substantial,BELL,47(SOLOY),3.0,0.0,VMC,,2000-12-22,False
Substantial,ROBINSON,R22 BETA,0.0,0.0,VMC,Landing,2001-11-06,False
Substantial,CESSNA,172P,0.0,0.0,VMC,Landing,2001-11-01,False
Substantial,CESSNA,180,0.0,0.0,VMC,Takeoff,2001-07-17,False
Destroyed,CESSNA,310Q,1.0,0.0,IMC,Cruise,2001-07-17,True
Destroyed,PIPER,PA-31-325,1.0,0.0,VMC,Maneuvering,2001-09-27,True
Unknown,DEHAVILLAND,DHC-6,1.0,0.0,VMC,Cruise,2003-11-25,False
Destroyed,MOONEY,M20K,1.0,0.0,IMC,Descent,2002-01-02,True
Substantial,CESSNA,172,2.0,0.0,IMC,Cruise,2002-09-20,False
Substantial,SOCATA,TBM 700,0.0,0.0,IMC,Approach,2001-10-23,False
Substantial,PIPER,PA-28-180,0.0,0.0,VMC,Landing,2001-07-10,False
Substantial,CESSNA,172E,0.0,0.0,VMC,Maneuvering,2001-07-26,False
Substantial,MAULE,M-5,0.0,0.0,VMC,Approach,2001-07-17,False
Destroyed,AERO COMMANDER,681,7.0,0.0,UNK,,2001-01-10,True
Substantial,ROBINSON,R22,0.0,0.0,VMC,Approach,2001-05-08,False
Substantial,CESSNA,150M,0.0,0.0,VMC,Landing,2001-12-04,False
Substantial,PIPER,PA-14,0.0,0.0,VMC,Landing,2001-12-04,False
Destroyed,BEECH,BE-23,1.0,0.0,VMC,Cruise,2002-01-02,True
Substantial,CESSNA,172M,0.0,0.0,VMC,Cruise,2002-01-23,False
Substantial,BELL,206B3,0.0,0.0,VMC,Landing,2001-09-06,False
Substantial,BEECH,58,0.0,0.0,IMC,Approach,2001-11-06,False
Destroyed,AEROSPATIALE,SA365-N1,0.0,2.0,VMC,Cruise,2003-05-30,True
Substantial,CESSNA,172M,0.0,0.0,VMC,Takeoff,2001-11-01,False
Substantial,CESSNA,210C,0.0,0.0,VMC,Takeoff,2001-10-23,False
Destroyed,CESSNA,402B,0.0,2.0,VMC,,2000-12-23,True
Minor,PIPER,PA-28R-201,0.0,1.0,VMC,Takeoff,2001-07-30,False
Substantial,CESSNA,177RG,0.0,0.0,VMC,Approach,2002-12-06,False
Substantial,MITSUBISHI,MU-2B-60,0.0,0.0,VMC,Landing,2001-07-26,False
Substantial,PIPER,PA-31-350,0.0,0.0,IMC,Descent,2001-07-10,False
Substantial,BELL,206-L3,0.0,0.0,VMC,Approach,2009-02-02,False
Substantial,CESSNA,TR182,0.0,0.0,VMC,Landing,2001-05-08,False
Substantial,ROBINSON,R-22B2,0.0,1.0,VMC,Maneuvering,2001-04-19,False
Destroyed,BEECH,B200,2.0,0.0,VMC,Approach,2001-10-17,True
Substantial,CESSNA,140,0.0,0.0,VMC,Approach,2001-11-06,False
Substantial,CESSNA,182P,0.0,0.0,VMC,Takeoff,2001-07-02,False
Substantial,BEECH,V35B,2.0,0.0,VMC,Approach,2003-11-25,False
Substantial,BEECH,BE-60,0.0,0.0,IMC,Approach,2001-05-08,False
Substantial,CESSNA,150M,0.0,0.0,VMC,Cruise,2001-11-01,False
Substantial,ROBINSON,R-22 BETA,0.0,0.0,VMC,Landing,2001-04-19,False
Destroyed,BELL,206B,1.0,0.0,VMC,Cruise,2002-07-25,True
Substantial,CESSNA,T210N,0.0,0.0,VMC,Takeoff,2001-07-17,False
Substantial,PIPER,PA-18-135,0.0,0.0,VMC,Taxi,2001-11-06,False
Unknown,BOEING,767-300ER,0.0,1.0,VMC,Taxi,2009-09-29,False
Unknown,EMBRAER,EMB-135LR,0.0,0.0,VMC,Climb,2002-08-26,False
Destroyed,CHAMPION,8GCBC,2.0,0.0,VMC,other,2002-07-02,True
Substantial,HUGHES,369HS,2.0,1.0,VMC,Maneuvering,2001-09-06,False
